date,site,trt,burrow.diameter ,mean.temp
10/19/2022,2,Compact,11.98,11.9493
10/19/2022,2,Compact,31.11,11.9493
10/19/2022,2,Compact,25.91,11.9493
10/19/2022,2,Control,12.39,11.9493
10/19/2022,2,Control,19.87,11.9493
10/19/2022,3,Marine.Debris,13.47,11.9493
10/19/2022,3,Marine.Debris,24.09,11.9493
10/19/2022,3,Marine.Debris,20.53,11.9493
10/19/2022,3,Marine.Debris,16.2,11.9493
10/19/2022,3,Rake,17.74,11.9493
10/19/2022,3,Compact,22.39,11.9493
10/19/2022,3,Control,15.58,11.9493
10/19/2022,3,Control,23.7,11.9493
10/19/2022,3,Control,10.44,11.9493
10/19/2022,4,Marine.Debris,16.81,11.9493
10/19/2022,4,Marine.Debris,25.26,11.9493
10/19/2022,4,Marine.Debris,31.65,11.9493
10/19/2022,4,Rake,NA,11.9493
10/19/2022,4,Compact,13.92,11.9493
10/19/2022,4,Compact,26.31,11.9493
10/19/2022,4,Compact,31.9,11.9493
10/19/2022,4,Control,12.75,11.9493
10/19/2022,5,Marine.Debris,14.1,11.9493
10/19/2022,5,Rake,25.85,11.9493
10/19/2022,5,Compact,NA,11.9493
10/19/2022,5,Control,9.74,11.9493
10/19/2022,6,Marine.Debris,21.76,11.9493
10/19/2022,6,Marine.Debris,25.46,11.9493
10/19/2022,6,Marine.Debris,21.22,11.9493
10/19/2022,6,Marine.Debris,17.11,11.9493
10/19/2022,6,Rake,19.06,11.9493
10/19/2022,6,Rake,8.37,11.9493
10/19/2022,6,Compact,23.6,11.9493
10/19/2022,6,Control,31.43,11.9493
10/19/2022,7,Marine.Debris,29.24,11.9493
10/19/2022,7,Marine.Debris,33.67,11.9493
10/19/2022,7,Marine.Debris,53.46,11.9493
10/19/2022,7,Marine.Debris,33.01,11.9493
10/19/2022,7,Rake,18.4,11.9493
10/19/2022,7,Rake,44.18,11.9493
10/19/2022,7,Rake,9,11.9493
10/19/2022,7,Compact,28.47,11.9493
10/19/2022,7,Control,28.67,11.9493
10/19/2022,7,Control,22.01,11.9493
10/19/2022,8,Marine.Debris,16.73,11.9493
10/19/2022,8,Marine.Debris,7.72,11.9493
10/19/2022,8,Rake,9.23,11.9493
10/19/2022,8,Compact,NA,11.9493
10/19/2022,8,Control,45.82,11.9493
10/19/2022,8,Control,29,11.9493
10/19/2022,9,Marine.Debris,21.15,11.9493
10/19/2022,9,Marine.Debris,42.79,11.9493
10/19/2022,9,Marine.Debris,45.99,11.9493
10/19/2022,9,Marine.Debris,35.2,11.9493
10/19/2022,9,Marine.Debris,10.5,11.9493
10/19/2022,9,Rake,10.3,11.9493
10/19/2022,9,Rake,20.68,11.9493
10/19/2022,9,Rake,4.48,11.9493
10/19/2022,9,Rake,68.77,11.9493
10/19/2022,9,Compact,NA,11.9493
10/19/2022,9,Control,NA,11.9493
10/19/2022,10,Marine.Debris,43.84,11.9493
10/19/2022,10,Marine.Debris,23.1,11.9493
10/19/2022,10,Rake,NA,11.9493
10/19/2022,10,Compact,NA,11.9493
10/19/2022,10,Control,17.23,11.9493
10/19/2022,10,Control,7.72,11.9493
10/20/2022,1,Control,30.27,12.2442
10/20/2022,1,Compact,15.42,12.2442
10/20/2022,1,Compact,11.59,12.2442
10/20/2022,1,Rake,NA,12.2442
10/20/2022,1,Marine.Debris,NA,12.2442
10/20/2022,2,Control,32.09,12.2442
10/20/2022,2,Control,10.59,12.2442
10/20/2022,2,Control,8.42,12.2442
10/20/2022,2,Control,26.57,12.2442
10/20/2022,2,Compact,NA,12.2442
10/20/2022,2,Rake,11.46,12.2442
10/20/2022,2,Rake,14.48,12.2442
10/20/2022,2,Marine.Debris,12.55,12.2442
10/20/2022,3,Control,42.97,12.2442
10/20/2022,3,Control,28.12,12.2442
10/20/2022,3,Compact,16.09,12.2442
10/20/2022,3,Rake,NA,12.2442
10/20/2022,3,Marine.Debris,31.25,12.2442
10/20/2022,3,Marine.Debris,11.09,12.2442
10/20/2022,3,Marine.Debris,13.2,12.2442
10/20/2022,3,Marine.Debris,44.19,12.2442
10/20/2022,4,Control,10.54,12.2442
10/20/2022,4,Control,7.35,12.2442
10/20/2022,4,Compact,12.28,12.2442
10/20/2022,4,Rake,NA,12.2442
10/20/2022,4,Marine.Debris,31.18,12.2442
10/20/2022,4,Marine.Debris,29.73,12.2442
10/20/2022,5,Control,NA,12.2442
10/20/2022,5,Compact,NA,12.2442
10/20/2022,5,Rake,21.02,12.2442
10/20/2022,5,Marine.Debris,11.17,12.2442
10/20/2022,6,Control,6.78,12.2442
10/20/2022,6,Control,9.24,12.2442
10/20/2022,6,Control,34.28,12.2442
10/20/2022,6,Compact,31,12.2442
10/20/2022,6,Rake,10.75,12.2442
10/20/2022,6,Rake,8.15,12.2442
10/20/2022,6,Rake,11.13,12.2442
10/20/2022,6,Marine.Debris,29.74,12.2442
10/20/2022,6,Marine.Debris,22.43,12.2442
10/20/2022,6,Marine.Debris,12.74,12.2442
10/20/2022,7,Control,15.31,12.2442
10/20/2022,7,Control,24.31,12.2442
10/20/2022,7,Control,19.22,12.2442
10/20/2022,7,Control,9.98,12.2442
10/20/2022,7,Compact,26.23,12.2442
10/20/2022,7,Rake,NA,12.2442
10/20/2022,7,Marine.Debris,34.34,12.2442
10/20/2022,7,Marine.Debris,29.74,12.2442
10/20/2022,8,Control,24.64,12.2442
10/20/2022,8,Control,40.69,12.2442
10/20/2022,8,Compact,11.64,12.2442
10/20/2022,8,Compact,26.97,12.2442
10/20/2022,8,Rake,NA,12.2442
10/20/2022,8,Marine.Debris,9.78,12.2442
10/20/2022,8,Marine.Debris,8.47,12.2442
10/20/2022,8,Marine.Debris,12.19,12.2442
10/20/2022,9,Control,34.27,12.2442
10/20/2022,9,Control,11.24,12.2442
10/20/2022,9,Control,28.46,12.2442
10/20/2022,9,Control,5.05,12.2442
10/20/2022,9,Compact,23.02,12.2442
10/20/2022,9,Rake,38.13,12.2442
10/20/2022,9,Rake,38.53,12.2442
10/20/2022,9,Rake,38.7,12.2442
10/20/2022,9,Rake,26.01,12.2442
10/20/2022,9,Rake,54.16,12.2442
10/20/2022,9,Marine.Debris,36.61,12.2442
10/20/2022,9,Marine.Debris,20.21,12.2442
10/20/2022,9,Marine.Debris,15.78,12.2442
10/20/2022,9,Marine.Debris,9.25,12.2442
10/20/2022,9,Marine.Debris,7.83,12.2442
10/20/2022,9,Marine.Debris,10.86,12.2442
10/20/2022,10,Control,46.07,12.2442
10/20/2022,10,Compact,NA,12.2442
10/20/2022,10,Rake,20.29,12.2442
10/20/2022,10,Marine.Debris,11.62,12.2442
10/20/2022,10,Marine.Debris,21.3,12.2442
10/21/2022,1,Marine.Debris,21.64,13.1783
10/21/2022,1,Marine.Debris,16.81,13.1783
10/21/2022,1,Marine.Debris,8.16,13.1783
10/21/2022,1,Rake,29.75,13.1783
10/21/2022,1,Compact,6.53,13.1783
10/21/2022,1,Compact,25.52,13.1783
10/21/2022,1,Control,28.67,13.1783
10/21/2022,1,Control,6.57,13.1783
10/21/2022,2,Marine.Debris,8.85,13.1783
10/21/2022,2,Marine.Debris,31.35,13.1783
10/21/2022,2,Rake,23.39,13.1783
10/21/2022,2,Compact,6.69,13.1783
10/21/2022,2,Compact,4.57,13.1783
10/21/2022,2,Control,9.6,13.1783
10/21/2022,2,Control,4.98,13.1783
10/21/2022,2,Control,23.92,13.1783
10/21/2022,2,Control,11.86,13.1783
10/21/2022,2,Control,13.4,13.1783
10/21/2022,2,Control,29.72,13.1783
10/21/2022,3,Marine.Debris,14.91,13.1783
10/21/2022,3,Marine.Debris,35.44,13.1783
10/21/2022,3,Marine.Debris,10.31,13.1783
10/21/2022,3,Marine.Debris,29.31,13.1783
10/21/2022,3,Marine.Debris,50.84,13.1783
10/21/2022,3,Marine.Debris,15.41,13.1783
10/21/2022,3,Rake,54.6,13.1783
10/21/2022,3,Compact,7.33,13.1783
10/21/2022,3,Compact,19.65,13.1783
10/21/2022,3,Control,53.97,13.1783
10/21/2022,3,Control,20.71,13.1783
10/21/2022,3,Control,25.51,13.1783
10/21/2022,3,Control,9.17,13.1783
10/21/2022,4,Marine.Debris,6.05,13.1783
10/21/2022,4,Marine.Debris,6.57,13.1783
10/21/2022,4,Marine.Debris,21.51,13.1783
10/21/2022,4,Marine.Debris,33.61,13.1783
10/21/2022,4,Rake,10.02,13.1783
10/21/2022,4,Rake,14.95,13.1783
10/21/2022,4,Compact,11.65,13.1783
10/21/2022,4,Compact,7.27,13.1783
10/21/2022,4,Control,20.95,13.1783
10/21/2022,5,Marine.Debris,NA,13.1783
10/21/2022,5,Rake,NA,13.1783
10/21/2022,5,Compact,49.41,13.1783
10/21/2022,5,Compact,17.16,13.1783
10/21/2022,5,Control,6.59,13.1783
10/21/2022,5,Control,9.77,13.1783
10/21/2022,5,Control,13.03,13.1783
10/21/2022,6,Marine.Debris,26.41,13.1783
10/21/2022,6,Marine.Debris,18.47,13.1783
10/21/2022,6,Marine.Debris,18.91,13.1783
10/21/2022,6,Marine.Debris,7.93,13.1783
10/21/2022,6,Rake,11.5,13.1783
10/21/2022,6,Rake,7.35,13.1783
10/21/2022,6,Rake,21.17,13.1783
10/21/2022,6,Rake,41.52,13.1783
10/21/2022,6,Compact,18.48,13.1783
10/21/2022,6,Control,16.48,13.1783
10/21/2022,6,Control,34.18,13.1783
10/21/2022,6,Control,8.39,13.1783
10/21/2022,6,Control,13.47,13.1783
10/21/2022,6,Control,13.84,13.1783
10/21/2022,7,Marine.Debris,29,13.1783
10/21/2022,7,Marine.Debris,8.55,13.1783
10/21/2022,7,Marine.Debris,39.19,13.1783
10/21/2022,7,Marine.Debris,12.1,13.1783
10/21/2022,7,Rake,9.19,13.1783
10/21/2022,7,Rake,20.61,13.1783
10/21/2022,7,Rake,22.22,13.1783
10/21/2022,7,Rake,7.79,13.1783
10/21/2022,7,Compact,NA,13.1783
10/21/2022,7,Control,15.48,13.1783
10/21/2022,7,Control,24.54,13.1783
10/21/2022,7,Control,30.02,13.1783
10/21/2022,8,Marine.Debris,NA,13.1783
10/21/2022,8,Rake,10.37,13.1783
10/21/2022,8,Compact,8.37,13.1783
10/21/2022,8,Compact,31.4,13.1783
10/21/2022,8,Compact,17.34,13.1783
10/21/2022,8,Control,49.12,13.1783
10/21/2022,8,Control,19.85,13.1783
10/21/2022,9,Marine.Debris,8.27,13.1783
10/21/2022,9,Marine.Debris,10.89,13.1783
10/21/2022,9,Marine.Debris,8.38,13.1783
10/21/2022,9,Marine.Debris,15.82,13.1783
10/21/2022,9,Rake,42.79,13.1783
10/21/2022,9,Rake,19.19,13.1783
10/21/2022,9,Rake,35.33,13.1783
10/21/2022,9,Compact,22.43,13.1783
10/21/2022,9,Control,8.91,13.1783
10/21/2022,9,Control,28.97,13.1783
10/21/2022,10,Marine.Debris,18.78,13.1783
10/21/2022,10,Marine.Debris,28.39,13.1783
10/21/2022,10,Marine.Debris,27.23,13.1783
10/21/2022,10,Marine.Debris,16.2,13.1783
10/21/2022,10,Marine.Debris,25.33,13.1783
10/21/2022,10,Rake,NA,13.1783
10/21/2022,10,Compact,29.89,13.1783
10/21/2022,10,Control,10.14,13.1783
