"b1","tree","RF.cat","P","depth","RF","path.dif"
0,55,0,0.724878025255963,0,0,0
0,55,1,0.818000747522728,0.153846153846154,1,0
0,55,2,0.673804291044666,0.230769230769231,2,0
0,55,4,0.357882857335354,0.461538461538462,6,0
0,55,7,0.595967483411304,0.538461538461538,8,0
0,55,15,0.724775360233481,0.923076923076923,81,0
0,55,100,0.557042058152059,0,0,0
0,56,0,0.38989707457862,0,0,0
0,56,1,0.316433321364419,0.2,1,0
0,56,2,0.482536820596695,0.4,2,0
0,56,4,0.330191388990853,0.4,4,0
0,56,7,0.805591986933539,0.6,13,0
0,56,15,0.543908021659044,0.8,39,0
0,56,100,0.580448278718282,0,0,0
0,57,0,0.242578896187674,0,0,0
0,57,1,0.263576460607933,0.166666666666667,1,0
0,57,2,0.369309584189573,0.25,2,0
0,57,4,0.222522008883754,0.333333333333333,4,0
0,57,7,0.161688259296383,0.416666666666667,7,0
0,57,15,0.713298729164773,0.75,20,0
0,57,100,0.401815047227688,0,0,0
0,58,0,0.289450845473539,0,0,0
0,58,1,0.278377442177565,0.133333333333333,1,0
0,58,2,0.387838669413704,0.2,2,0
0,58,4,0.258077976564116,0.333333333333333,4,0
0,58,7,0.103830104429595,0.4,7,0
0,58,15,0.118974360989617,0.466666666666667,15,0
0,58,100,0.304328092388636,0,0,0
0,59,0,0.382573152890241,0,0,0
0,59,1,0.343102384939796,0.181818181818182,1,0
0,59,2,0.421488565776646,0.272727272727273,2,0
0,59,4,0.368613372561041,0.363636363636364,6,0
0,59,7,0.340403626697978,0.545454545454545,14,0
0,59,15,0.560429069363745,0.818181818181818,26,0
0,59,100,0.912681623341645,0,0,0
0,60,0,0.0247954800846499,0,0,0
0,60,1,0.0466548979856526,0.166666666666667,1,0
0,60,2,0.0279045706843609,0.333333333333333,3,0
0,60,4,0.032656002107449,0.416666666666667,4,0
0,60,7,0.078256765881058,0.5,7,0
0,60,15,0.24611250132496,0.916666666666667,23,0
0,60,100,0.646554638625985,0,0,0
0,61,0,0.119718652172493,0,0,0
0,61,1,0.0736593462882717,0.181818181818182,1,0
0,61,2,0.0918866259326798,0.272727272727273,2,0
0,61,4,0.25234010256616,0.454545454545455,6,0
0,61,7,0.422695148985622,0.545454545454545,9,0
0,61,15,0.747898925879504,0.909090909090909,51,0
0,61,100,0.705747871444088,0,0,0
0,62,0,0.912693661894957,0,0,0
0,62,1,0.907243788275939,0.166666666666667,1,0
0,62,2,0.726740347018733,0.25,2,0
0,62,4,0.673886547495823,0.333333333333333,4,0
0,62,7,0.341399060048454,0.583333333333333,13,0
0,62,15,0.214340406809892,0.916666666666667,61,0
0,62,100,0.647042444296665,0,0,0
0,63,0,0.823119572991867,0,0,0
0,63,1,0.825869275119889,0.2,1,0
0,63,2,0.860357678574969,0.3,2,0
0,63,4,0.916484699291599,0.5,6,0
0,63,7,0.690586131389211,0.5,8,0
0,63,15,0.420071480311676,0.8,15,0
0,63,100,0.135016204201555,0,0,0
0,64,0,0.672546749430537,0,0,0
0,64,1,0.640743505787729,0.142857142857143,1,0
0,64,2,0.487984094339831,0.214285714285714,3,0
0,64,4,0.515387336068929,0.357142857142857,4,0
0,64,7,0.751559287158127,0.5,11,0
0,64,15,0.658027113513185,0.5,21,0
0,64,100,0.988851894045036,0,0,0
0,65,0,0.699102451363271,0,0,0
0,65,1,0.683482730526094,0.142857142857143,1,0
0,65,2,0.71786882402522,0.214285714285714,2,0
0,65,4,0.646721338572877,0.285714285714286,4,0
0,65,7,0.752279497502541,0.428571428571429,14,0
0,65,15,0.540453448022588,0.857142857142857,41,0
0,65,100,0.870210717630386,0,0,0
0,66,0,0.878793384459838,0,0,0
0,66,1,0.867610592056805,0.153846153846154,1,0
0,66,2,0.93789302194079,0.230769230769231,2,0
0,66,4,0.945261899521677,0.307692307692308,4,0
0,66,7,0.593189828387043,0.538461538461538,10,0
0,66,15,0.488079601823196,0.692307692307692,29,0
0,66,100,0.348494505632257,0,0,0
0,67,0,0.301664513032724,0,0,0
0,67,1,0.305737000929073,0.133333333333333,1,0
0,67,2,0.111200381377264,0.2,3,0
0,67,4,0.113470362201888,0.266666666666667,5,0
0,67,7,0.0380263526670582,0.4,13,0
0,67,15,0.174715872858863,0.866666666666667,28,0
0,67,100,0.456183731104731,0,0,0
0,68,0,0.91458353585351,0,0,0
0,68,1,0.961628765340639,0.181818181818182,1,0
0,68,2,0.905206030957321,0.272727272727273,2,0
0,68,4,0.822882580617208,0.454545454545455,4,0
0,68,7,0.829516778337658,0.545454545454545,9,0
0,68,15,0.594644862881525,0.727272727272727,24,0
0,68,100,0.678927518155045,0,0,0
0,69,0,0.703116566172673,0,0,0
0,69,1,0.855413296966065,0.142857142857143,1,0
0,69,2,0.704126904647234,0.214285714285714,2,0
0,69,4,0.782152746838613,0.285714285714286,5,0
0,69,7,0.797117229342022,0.428571428571429,7,0
0,69,15,0.553743239261047,1,79,0
0,69,100,0.134933689299971,0,0,0
0,70,0,0.0516282734391826,0,0,0
0,70,1,0.0641201309966783,0.3,1,0
0,70,2,0.0545639797910856,0.3,2,0
0,70,4,0.0311870449272641,0.4,6,0
0,70,7,0.0606863725096501,0.5,8,0
0,70,15,0.206615709618509,1,75,0
0,70,100,0.322089996483175,0,0,0
0,71,0,0.752535928165309,0,0,0
0,71,1,0.786955489249921,0.181818181818182,1,0
0,71,2,0.822184332899181,0.363636363636364,3,0
0,71,4,0.699125752666642,0.454545454545455,5,0
0,71,7,0.706150202745559,0.636363636363636,7,0
0,71,15,0.812092762206763,0.727272727272727,18,0
0,71,100,0.984194662010689,0,0,0
0,72,0,0.140567574960698,0,0,0
0,72,1,0.154625351857114,0.181818181818182,1,0
0,72,2,0.141405329761582,0.272727272727273,2,0
0,72,4,0.27859439379708,0.454545454545455,6,0
0,72,7,0.262452164582814,0.636363636363636,12,0
0,72,15,0.0880637484030071,0.727272727272727,18,0
0,72,100,0.902320708136074,0,0,0
0,73,0,0.227805295124911,0,0,0
0,73,1,0.153942442905477,0.153846153846154,1,0
0,73,2,0.174542516375268,0.230769230769231,2,0
0,73,4,0.498507075691818,0.384615384615385,5,0
0,73,7,0.184906415650255,0.538461538461538,10,0
0,73,15,0.604313559382591,0.692307692307692,27,0
0,73,100,0.752830232714935,0,0,0
0,74,0,0.942467349699287,0,0,0
0,74,1,0.959915578434111,0.133333333333333,1,0
0,74,2,0.667887568720729,0.2,3,0
0,74,4,0.957761869468073,0.333333333333333,5,0
0,74,7,0.643622286883408,0.4,8,0
0,74,15,0.513708344081559,0.466666666666667,19,0
0,74,100,0.201542038688213,0,0,0
0,75,0,0.477704372864638,0,0,0
0,75,1,0.465264150387018,0.230769230769231,1,0
0,75,2,0.566131450630012,0.230769230769231,2,0
0,75,4,0.488028291919565,0.307692307692308,6,0
0,75,7,0.502192510212103,0.461538461538462,8,0
0,75,15,0.244635193781031,0.615384615384615,23,0
0,75,100,0.90626486253324,0,0,0
0,76,0,0.813524150601104,0,0,0
0,76,1,0.828153499690109,0.166666666666667,1,0
0,76,2,0.923700191661352,0.25,2,0
0,76,4,0.880495273446531,0.333333333333333,4,0
0,76,7,0.881215130792055,0.5,13,0
0,76,15,0.272043489926959,0.833333333333333,45,0
0,76,100,0.489077401006006,0,0,0
0,77,0,0.0784725000405852,0,0,0
0,77,1,0.0868073369754184,0.153846153846154,1,0
0,77,2,0.0908903389884205,0.230769230769231,2,0
0,77,4,0.0491221079720412,0.307692307692308,5,0
0,77,7,0.208784872979489,0.461538461538462,8,0
0,77,15,0.0316348029438924,0.769230769230769,55,0
0,77,100,0.876400137147979,0,0,0
0,78,0,0.746658368164051,0,0,0
0,78,1,0.651350774831681,0.142857142857143,1,0
0,78,2,0.793230804038415,0.285714285714286,3,0
0,78,4,0.782735915394442,0.285714285714286,5,0
0,78,7,0.933021120407703,0.428571428571429,8,0
0,78,15,0.487748571942403,0.857142857142857,60,0
0,78,100,0.668567163508946,0,0,0
0,79,0,0.353138855963119,0,0,0
0,79,1,0.384912658545017,0.166666666666667,1,0
0,79,2,0.377370398495928,0.25,2,0
0,79,4,0.175038044611791,0.5,6,0
0,79,7,0.465545404817967,0.666666666666667,12,0
0,79,15,0.069401259489214,0.833333333333333,33,0
0,79,100,0.0854467096872985,0,0,0
0,80,0,0.845584788567136,0,0,0
0,80,1,0.850347705721533,0.142857142857143,1,0
0,80,2,0.832740910518139,0.214285714285714,2,0
0,80,4,0.684752567260002,0.357142857142857,5,0
0,80,7,0.798969077942739,0.571428571428571,10,0
0,80,15,0.0487504610470589,0.857142857142857,39,0
0,80,100,0.176288179710762,0,0,0
0,81,0,0.74409786158539,0,0,0
0,81,1,0.77570599282592,0.125,1,0
0,81,2,0.91117782725398,0.1875,2,0
0,81,4,0.872109558004376,0.25,4,0
0,81,7,0.995689757965759,0.375,11,0
0,81,15,0.322570685881582,0.875,44,0
0,81,100,0.797648047272706,0,0,0
0,82,0,0.644652156283465,0,0,0
0,82,1,0.751645494171444,0.142857142857143,1,0
0,82,2,0.687793150471146,0.214285714285714,2,0
0,82,4,0.506991725396024,0.285714285714286,5,0
0,82,7,0.736900430309948,0.5,11,0
0,82,15,0.418873782904103,0.928571428571429,61,0
0,82,100,0.933066249685897,0,0,0
0,83,0,0.143783826887353,0,0,0
0,83,1,0.142358240626803,0.166666666666667,1,0
0,83,2,0.118428519894885,0.333333333333333,3,0
0,83,4,0.261606187005588,0.5,6,0
0,83,7,0.165517920563109,0.5,10,0
0,83,15,0.0926294867150875,0.916666666666667,54,0
0,83,100,0.257379922269243,0,0,0
0,84,0,0.578121239238797,0,0,0
0,84,1,0.603032241011591,0.181818181818182,1,0
0,84,2,0.70934522494229,0.363636363636364,3,0
0,84,4,0.596638379310423,0.363636363636364,4,0
0,84,7,0.605689401426278,0.454545454545455,9,0
0,84,15,0.415967344880207,0.727272727272727,25,0
