"b1","tree","RF.cat","P","depth","RF","path.dif"
0,283,0,0.484726589848693,0,0,0
0,283,1,0.500319463415156,0.153846153846154,1,0
0,283,2,0.596234871268613,0.307692307692308,3,0
0,283,4,0.615303934257608,0.384615384615385,4,0
0,283,7,0.376764144079777,0.384615384615385,7,0
0,283,15,0.474728994150074,0.846153846153846,26,0
0,283,100,0.653264389221713,0,0,0
0,284,0,0.136866810261919,0,0,0
0,284,1,0.0872875502144467,0.142857142857143,1,0
0,284,2,0.109886137980374,0.214285714285714,2,0
0,284,4,0.107403407421537,0.357142857142857,4,0
0,284,7,0.204620642887691,0.428571428571429,7,0
0,284,15,0.106107449265756,0.785714285714286,34,0
0,284,100,0.535382922867969,0,0,0
0,285,0,0.0852364841337871,0,0,0
0,285,1,0.0730096010232219,0.142857142857143,1,0
0,285,2,0.0568440848879129,0.214285714285714,2,0
0,285,4,0.0888664213005405,0.357142857142857,6,0
0,285,7,0.166269834547536,0.642857142857143,11,0
0,285,15,0.48913270889439,0.714285714285714,19,0
0,285,100,0.0693021493824104,0,0,0
0,286,0,0.0670161060264678,0,0,0
0,286,1,0.0706672733713763,0.153846153846154,1,0
0,286,2,0.0392122088030531,0.230769230769231,3,0
0,286,4,0.0731179446805961,0.307692307692308,4,0
0,286,7,0.100057982499481,0.461538461538462,7,0
0,286,15,0.267768040013576,1,84,0
0,286,100,0.687057062677958,0,0,0
0,287,0,0.696364950041723,0,0,0
0,287,1,0.607409840478626,0.153846153846154,1,0
0,287,2,0.631128494502711,0.230769230769231,2,0
0,287,4,0.391416139526735,0.384615384615385,5,0
0,287,7,0.706663172771983,0.538461538461538,13,0
0,287,15,0.427044506276373,0.923076923076923,78,0
0,287,100,0.963389216590021,0,0,0
0,288,0,0.291112451798643,0,0,0
0,288,1,0.282008139385615,0.142857142857143,1,0
0,288,2,0.274003608998765,0.285714285714286,3,0
0,288,4,0.164190943858639,0.428571428571429,6,0
0,288,7,0.479929873528847,0.5,11,0
0,288,15,0.919340216516515,0.5,16,0
0,288,100,0.0426769571666392,0,0,0
0,289,0,0.893463059958007,0,0,0
0,289,1,0.984898937753127,0.133333333333333,1,0
0,289,2,0.850043333077919,0.2,2,0
0,289,4,0.878957398622871,0.266666666666667,6,0
0,289,7,0.87302139794915,0.533333333333333,14,0
0,289,15,0.84668877768246,1,88,0
0,289,100,0.90974415408639,0,0,0
0,290,0,0.617973447367462,0,0,0
0,290,1,0.5556359925118,0.272727272727273,1,0
0,290,2,0.580217630504142,0.363636363636364,3,0
0,290,4,0.882106218587467,0.363636363636364,5,0
0,290,7,0.365429205306424,0.545454545454545,8,0
0,290,15,0.366095266982788,0.818181818181818,40,0
0,290,100,0.873026959369433,0,0,0
0,291,0,0.842439661011475,0,0,0
0,291,1,0.859482633289907,0.142857142857143,1,0
0,291,2,0.778688299854711,0.214285714285714,2,0
0,291,4,0.809658805793,0.285714285714286,4,0
0,291,7,0.783756865988206,0.357142857142857,11,0
0,291,15,0.219682591188188,0.5,19,0
0,291,100,0.0840239425573064,0,0,0
0,292,0,0.485215104924704,0,0,0
0,292,1,0.421661192957445,0.142857142857143,1,0
0,292,2,0.789153589548382,0.214285714285714,2,0
0,292,4,0.455751668948824,0.428571428571429,6,0
0,292,7,0.368475467381173,0.428571428571429,8,0
0,292,15,0.413256376488672,0.5,18,0
0,292,100,0.694925590649133,0,0,0
0,293,0,0.77791003218688,0,0,0
0,293,1,0.661593165422172,0.166666666666667,1,0
0,293,2,0.737358706751919,0.333333333333333,2,0
0,293,4,0.840706786023466,0.416666666666667,4,0
0,293,7,0.826412190523028,0.5,8,0
0,293,15,0.937301115691566,0.666666666666667,17,0
0,293,100,0.991905715489947,0,0,0
0,294,0,0.51552878393341,0,0,0
0,294,1,0.516585073423206,0.142857142857143,1,0
0,294,2,0.559817071341971,0.285714285714286,3,0
0,294,4,0.596376311186628,0.357142857142857,4,0
0,294,7,0.455371988603405,0.357142857142857,8,0
0,294,15,0.703310424170033,0.785714285714286,27,0
0,294,100,0.748495746218025,0,0,0
0,295,0,0.965877916901971,0,0,0
0,295,1,0.963168274628005,0.125,1,0
0,295,2,0.838685382260978,0.25,3,0
0,295,4,0.92929799564518,0.3125,5,0
0,295,7,0.530904165441757,0.3125,7,0
0,295,15,0.145466953900204,0.75,35,0
0,295,100,0.737344757027297,0,0,0
0,296,0,0.825333043242291,0,0,0
0,296,1,0.658302792216639,0.105263157894737,1,0
0,296,2,0.458196985912768,0.157894736842105,2,0
0,296,4,0.756842368478872,0.210526315789474,5,0
0,296,7,0.430077552955373,0.315789473684211,9,0
0,296,15,0.547619827398303,0.894736842105263,65,0
0,296,100,0.522637929898753,0,0,0
0,297,0,0.0544814790168693,0,0,0
0,297,1,0.063231774494465,0.3,1,0
0,297,2,0.0705409213495502,0.4,3,0
0,297,4,0.0662298997207117,0.6,6,0
0,297,7,0.0750709158400664,0.5,7,0
0,297,15,0.0800950964867176,1,79,0
0,297,100,0.249840484935567,0,0,0
0,298,0,0.907898966747824,0,0,0
0,298,1,0.749273534328688,0.166666666666667,1,0
0,298,2,0.930951460358246,0.333333333333333,3,0
0,298,4,0.882297093476219,0.416666666666667,6,0
0,298,7,0.597137455815795,0.333333333333333,7,0
0,298,15,0.441641943209304,0.583333333333333,17,0
0,298,100,0.226823815516332,0,0,0
0,299,0,0.485556302046567,0,0,0
0,299,1,0.522726283535671,0.166666666666667,1,0
0,299,2,0.412835801950236,0.333333333333333,3,0
0,299,4,0.501259247692879,0.416666666666667,5,0
0,299,7,0.322963606504965,0.5,12,0
0,299,15,0.102597959792167,0.75,47,0
0,299,100,0.528992405870529,0,0,0
0,300,0,0.630587495392949,0,0,0
0,300,1,0.615865923140157,0.166666666666667,1,0
0,300,2,0.742091444422443,0.333333333333333,3,0
0,300,4,0.630414459786549,0.333333333333333,4,0
0,300,7,0.506869381125676,0.416666666666667,7,0
0,300,15,0.633359175408567,0.75,28,0
0,300,100,0.851109478637877,0,0,0
0,301,0,0.797587424649623,0,0,0
0,301,1,0.846462947462592,0.166666666666667,1,0
0,301,2,0.863557788988594,0.25,2,0
0,301,4,0.976225017738885,0.333333333333333,4,0
0,301,7,0.830313075455537,0.5,10,0
0,301,15,0.374211547393029,0.666666666666667,18,0
0,301,100,0.963991154245207,0,0,0
0,302,0,0.48812198606149,0,0,0
0,302,1,0.569596385470818,0.166666666666667,1,0
0,302,2,0.311581970190953,0.25,2,0
0,302,4,0.458832334018976,0.416666666666667,5,0
0,302,7,0.478102604077143,0.5,10,0
0,302,15,0.207627663970341,0.75,17,0
0,302,100,0.916671998187413,0,0,0
0,303,0,0.714625322616687,0,0,0
0,303,1,0.666908297367749,0.181818181818182,1,0
0,303,2,0.276051757296659,0.272727272727273,2,0
0,303,4,0.73421905926006,0.363636363636364,4,0
0,303,7,0.806182824004869,0.454545454545455,8,0
0,303,15,0.8292072439771,0.727272727272727,15,0
0,303,100,0.487675120204694,0,0,0
0,304,0,0.503158180198983,0,0,0
0,304,1,0.491517754922454,0.153846153846154,1,0
0,304,2,0.398048855562848,0.230769230769231,2,0
0,304,4,0.560257507780667,0.384615384615385,5,0
0,304,7,0.651835286804046,0.538461538461538,7,0
0,304,15,0.858635080252101,0.846153846153846,40,0
0,304,100,0.541564774425443,0,0,0
0,305,0,0.56254308186917,0,0,0
0,305,1,0.442662142939745,0.166666666666667,1,0
0,305,2,0.552294218732559,0.25,2,0
0,305,4,0.454322499537435,0.416666666666667,6,0
0,305,7,0.674741352166453,0.583333333333333,10,0
0,305,15,0.286802436282328,1,79,0
0,305,100,0.639377198313881,0,0,0
0,306,0,0.170142835628582,0,0,0
0,306,1,0.167984250125186,0.142857142857143,1,0
0,306,2,0.267425806338818,0.214285714285714,3,0
0,306,4,0.201237062185179,0.285714285714286,4,0
0,306,7,0.366506522095753,0.5,10,0
0,306,15,0.0628584219593699,0.714285714285714,22,0
0,306,100,0.612728286132458,0,0,0
0,307,0,0.663846572996456,0,0,0
0,307,1,0.850159442517347,0.166666666666667,1,0
0,307,2,0.716588771305575,0.25,2,0
0,307,4,0.492399664213412,0.333333333333333,5,0
0,307,7,0.650945281818197,0.5,8,0
0,307,15,0.943291452930517,0.666666666666667,21,0
0,307,100,0.571130375772039,0,0,0
0,308,0,0.748169333766115,0,0,0
0,308,1,0.598693788841192,0.142857142857143,1,0
0,308,2,0.672683733173971,0.214285714285714,2,0
0,308,4,0.867462633919027,0.357142857142857,4,0
0,308,7,0.445410483039595,0.571428571428571,9,0
0,308,15,0.280268777977599,0.785714285714286,56,0
0,308,100,0.242153914624891,0,0,0
0,309,0,0.625314462884365,0,0,0
0,309,1,0.639006494908303,0.166666666666667,1,0
0,309,2,0.697789743575286,0.333333333333333,3,0
0,309,4,0.651334127413697,0.416666666666667,6,0
0,309,7,0.662196689034805,0.5,8,0
0,309,15,0.655708693016542,0.916666666666667,62,0
0,309,100,0.974556812405118,0,0,0
0,310,0,0.237085297185958,0,0,0
0,310,1,0.265045557241947,0.153846153846154,1,0
0,310,2,0.237912707648988,0.307692307692308,2,0
0,310,4,0.228052941642498,0.307692307692308,4,0
0,310,7,0.305310755425214,0.384615384615385,8,0
0,310,15,0.240039213599735,0.538461538461538,15,0
0,310,100,0.949345118297133,0,0,0
0,311,0,0.683210156085641,0,0,0
0,311,1,0.888487882947525,0.153846153846154,1,0
0,311,2,0.735515068690934,0.230769230769231,2,0
0,311,4,0.530794590255336,0.384615384615385,5,0
0,311,7,0.795318547607483,0.538461538461538,7,0
0,311,15,0.621045736484239,0.538461538461538,15,0
0,311,100,0.925308720867117,0,0,0
0,312,0,0.253497240462914,0,0,0
0,312,1,0.255648769122781,0.133333333333333,1,0
0,312,2,0.333102927772583,0.266666666666667,3,0
0,312,4,0.132011572790663,0.333333333333333,4,0
0,312,7,0.405071617376509,0.466666666666667,12,0
0,312,15,0.210540299431536,0.666666666666667,17,0
0,312,100,0.959626577197703,0,0,0
0,313,0,0.430695846721942,0,0,0
0,313,1,0.341214055868055,0.142857142857143,1,0
0,313,2,0.371726082589718,0.285714285714286,3,0
0,313,4,0.688491139322388,0.285714285714286,5,0
0,313,7,0.189380422619634,0.5,8,0
0,313,15,0.495041934567389,0.571428571428571,31,0
0,313,100,0.347913850662556,0,0,0
0,314,0,0.04948589260298,0,0,0
0,314,1,0.0557110273048352,0.153846153846154,1,0
0,314,2,0.0577097932704771,0.307692307692308,3,0
0,314,4,0.0471767863141848,0.384615384615385,4,0
0,314,7,0.0310574711771659,0.538461538461538,9,0
0,314,15,1.31837471360041e-05,1,78,0
0,314,100,0.419033627551112,0,0,0
0,315,0,0.202046264762322,0,0,0
0,315,1,0.232838593383806,0.133333333333333,1,0
0,315,2,0.200466381890341,0.2,2,0
0,315,4,0.126462837117612,0.333333333333333,4,0
0,315,7,0.87068891762645,0.4,9,0
0,315,15,0.442157988914348,0.733333333333333,17,0
0,315,100,0.780061210388518,0,0,0
0,316,0,0.344114322151877,0,0,0
0,316,1,0.386730286323034,0.133333333333333,1,0
0,316,2,0.348312059452835,0.2,2,0
0,316,4,0.275373818189929,0.333333333333333,4,0
0,316,7,0.190505982347647,0.4,9,0
0,316,15,0.122045116941719,0.6,17,0
0,316,100,0.469178158047158,0,0,0
0,317,0,0.431035803929336,0,0,0
0,317,1,0.500242646725049,0.125,1,0
0,317,2,0.273051212864519,0.1875,3,0
0,317,4,0.394368750693778,0.3125,4,0
0,317,7,0.0569026006686201,0.4375,13,0
0,317,15,0.0274747025253517,0.5625,30,0
0,317,100,0.244694278954948,0,0,0
0,318,0,0.552320988803914,0,0,0
0,318,1,0.572220479050839,0.153846153846154,1,0
0,318,2,0.733685346792129,0.230769230769231,2,0
0,318,4,0.546703116533732,0.307692307692308,4,0
0,318,7,0.787472310769741,0.461538461538462,8,0
0,318,15,0.328408042423402,0.769230769230769,44,0
0,318,100,0.749603147947668,0,0,0
0,319,0,0.218887914139649,0,0,0
0,319,1,0.204946048593667,0.153846153846154,1,0
0,319,2,0.228609032624549,0.230769230769231,2,0
0,319,4,0.129719826915229,0.461538461538462,5,0
0,319,7,0.227821509796763,0.461538461538462,7,0
0,319,15,0.212012807657637,0.692307692307692,24,0
0,319,100,0.0544555430938923,0,0,0
0,320,0,0.801502283474431,0,0,0
0,320,1,0.787130173177669,0.142857142857143,1,0
0,320,2,0.864997047760077,0.214285714285714,2,0
0,320,4,0.773890907327594,0.285714285714286,4,0
0,320,7,0.62418189902581,0.5,8,0
0,320,15,0.0150687003161486,0.642857142857143,27,0
0,320,100,0.479081330694391,0,0,0
0,321,0,0.4902809667381,0,0,0
0,321,1,0.53486752677033,0.153846153846154,1,0
0,321,2,0.439386161491773,0.230769230769231,2,0
0,321,4,0.75421119664105,0.384615384615385,5,0
0,321,7,0.46756259011417,0.615384615384615,11,0
0,321,15,0.523167421546144,0.615384615384615,15,0
0,321,100,0.0513697199687976,0,0,0
0,322,0,0.370282292516947,0,0,0
0,322,1,0.377812524709026,0.153846153846154,1,0
0,322,2,0.416349891625235,0.307692307692308,3,0
0,322,4,0.215789329819614,0.384615384615385,5,0
0,322,7,0.305740687268298,0.538461538461538,8,0
0,322,15,0.652263133541753,0.692307692307692,32,0
0,322,100,0.838474477443698,0,0,0
0,323,0,0.10569322489082,0,0,0
0,323,1,0.0977965254927629,0.117647058823529,1,0
0,323,2,0.106713400366601,0.176470588235294,2,0
0,323,4,0.139839170263005,0.294117647058824,5,0
0,323,7,0.152421929457815,0.352941176470588,8,0
0,323,15,0.659111312151186,0.705882352941177,49,0
0,323,100,0.104669898003645,0,0,0
0,324,0,0.688995959549074,0,0,0
0,324,1,0.623214123808463,0.142857142857143,1,0
0,324,2,0.92004540499785,0.214285714285714,3,0
0,324,4,0.660311301414404,0.357142857142857,6,0
0,324,7,0.92369523063456,0.571428571428571,10,0
0,324,15,0.927876011647662,0.642857142857143,39,0
0,324,100,0.11343291708032,0,0,0
0,325,0,0.564056963373487,0,0,0
0,325,1,0.641692566864233,0.133333333333333,1,0
0,325,2,0.515201865444705,0.2,2,0
0,325,4,0.678337773081562,0.333333333333333,4,0
0,325,7,0.608889986073533,0.333333333333333,7,0
0,325,15,0.720897918615722,0.8,65,0
0,325,100,0.546375391312504,0,0,0
0,326,0,0.264103938370474,0,0,0
0,326,1,0.442854176431009,0.153846153846154,1,0
0,326,2,0.344801225413956,0.230769230769231,2,0
0,326,4,0.667997192246713,0.538461538461538,6,0
0,326,7,0.13975264275095,0.538461538461538,8,0
0,326,15,0.459552634872187,0.538461538461538,16,0
0,326,100,0.185530872693994,0,0,0
0,327,0,0.970727738370091,0,0,0
0,327,1,0.9409937155273,0.2,1,0
0,327,2,0.903802063560885,0.4,2,0
0,327,4,0.73037105526113,0.6,6,0
0,327,7,0.527811367378784,0.4,7,0
0,327,15,0.696087274348973,0.7,23,0
0,327,100,0.0428427149255604,0,0,0
0,328,0,0.0773258672656995,0,0,0
0,328,1,0.0689018291794991,0.133333333333333,1,0
0,328,2,0.104334851726924,0.2,2,0
0,328,4,0.0148638171045446,0.266666666666667,4,0
0,328,7,0.136110654802928,0.333333333333333,8,0
0,328,15,0.311228786656184,0.8,45,0
0,328,100,0.750424222001296,0,0,0
0,329,0,0.442708352078742,0,0,0
0,329,1,0.4308954610963,0.142857142857143,1,0
0,329,2,0.48385633189264,0.285714285714286,3,0
0,329,4,0.45567443407905,0.428571428571429,5,0
0,329,7,0.3345642243333,0.5,8,0
0,329,15,0.29109674647726,0.5,22,0
0,329,100,0.334898591143542,0,0,0
0,330,0,0.812046723788376,0,0,0
0,330,1,0.794316204229198,0.142857142857143,1,0
0,330,2,0.83904795987116,0.214285714285714,2,0
0,330,4,0.738065127428613,0.357142857142857,4,0
0,330,7,0.420712685830749,0.571428571428571,14,0
0,330,15,0.27136492272906,1,81,0
0,330,100,0.653344582501844,0,0,0
0,331,0,0.198226716236187,0,0,0
0,331,1,0.162147288776468,0.166666666666667,1,0
0,331,2,0.201627732454281,0.333333333333333,3,0
0,331,4,0.103082606966061,0.333333333333333,4,0
0,331,7,0.0952577408505098,0.416666666666667,8,0
0,331,15,0.0288705219377814,1,83,0
0,331,100,0.886822008491037,0,0,0
0,332,0,0.879675118303395,0,0,0
0,332,1,0.844433147602493,0.153846153846154,1,0
0,332,2,0.952671260454121,0.230769230769231,2,0
0,332,4,0.946260732500301,0.307692307692308,5,0
0,332,7,0.824436604844266,0.384615384615385,9,0
0,332,15,0.588925896605814,0.769230769230769,46,0
0,332,100,0.637438371095763,0,0,0
0,333,0,0.924427868736202,0,0,0
0,333,1,0.762041157280089,0.153846153846154,1,0
0,333,2,0.748544571403568,0.230769230769231,2,0
0,333,4,0.801021823466718,0.461538461538462,6,0
0,333,7,0.360484357334415,0.692307692307692,14,0
0,333,15,0.653029526020994,1,78,0
0,333,100,0.810518749341192,0,0,0
0,334,0,0.606708721787611,0,0,0
0,334,1,0.578344660992344,0.133333333333333,1,0
0,334,2,0.73413133512265,0.266666666666667,3,0
0,334,4,0.516965079963011,0.266666666666667,6,0
0,334,7,0.313616337061474,0.4,14,0
0,334,15,0.911417226273787,0.866666666666667,39,0
0,334,100,0.833255687891879,0,0,0
0,335,0,0.786942080483177,0,0,0
0,335,1,0.760376162833737,0.166666666666667,1,0
0,335,2,0.705841944759447,0.25,2,0
0,335,4,0.850947816209279,0.416666666666667,4,0
0,335,7,0.453034704061486,0.5,9,0
0,335,15,0.0967493033677774,0.833333333333333,39,0
0,335,100,0.695905936150486,0,0,0
0,336,0,0.473993852398969,0,0,0
0,336,1,0.495245305973705,0.153846153846154,1,0
0,336,2,0.442153219631838,0.307692307692308,3,0
0,336,4,0.533373131880925,0.307692307692308,4,0
0,336,7,0.475779390745099,0.538461538461538,8,0
0,336,15,0.67534676091298,0.769230769230769,23,0
0,336,100,0.384712765645397,0,0,0
0,337,0,0.657235751620522,0,0,0
0,337,1,0.661548444388107,0.181818181818182,1,0
0,337,2,0.617241529190415,0.272727272727273,2,0
0,337,4,0.605491125813242,0.363636363636364,5,0
0,337,7,0.530726600874668,0.636363636363636,11,0
0,337,15,0.69310315201477,0.636363636363636,18,0
0,337,100,0.208093968968192,0,0,0
0,338,0,0.901404024752964,0,0,0
0,338,1,0.879451901536121,0.153846153846154,1,0
0,338,2,0.78187210512241,0.230769230769231,2,0
0,338,4,0.950789706296336,0.307692307692308,5,0
0,338,7,0.882862177882147,0.307692307692308,7,0
0,338,15,0.898714575710789,0.384615384615385,16,0
0,338,100,0.686019290387417,0,0,0
0,339,0,0.471785976713011,0,0,0
0,339,1,0.378766865375822,0.166666666666667,1,0
0,339,2,0.467167100172067,0.25,3,0
0,339,4,0.47242050926455,0.333333333333333,4,0
0,339,7,0.877466366082174,0.5,11,0
0,339,15,0.767855730314857,0.833333333333333,23,0
0,339,100,0.369094848315892,0,0,0
0,340,0,0.108009730026396,0,0,0
0,340,1,0.0986669461399032,0.153846153846154,1,0
0,340,2,0.120942697223439,0.307692307692308,3,0
0,340,4,0.28414806135553,0.307692307692308,4,0
0,340,7,0.31913199237905,0.461538461538462,8,0
0,340,15,0.1206115496466,0.615384615384615,19,0
0,340,100,0.364568809579009,0,0,0
0,341,0,0.924523868493222,0,0,0
0,341,1,0.921206353998195,0.166666666666667,1,0
0,341,2,0.859374562221304,0.333333333333333,3,0
0,341,4,0.876371387198547,0.333333333333333,5,0
0,341,7,0.921247475392178,0.5,8,0
0,341,15,0.97081997277588,0.583333333333333,16,0
0,341,100,0.746048754608779,0,0,0
0,342,0,0.931696542638456,0,0,0
0,342,1,0.953842217433699,0.153846153846154,1,0
0,342,2,0.941170720767855,0.230769230769231,2,0
0,342,4,0.97926520913568,0.384615384615385,5,0
0,342,7,0.926726240486551,0.461538461538462,9,0
0,342,15,0.458196539570977,0.769230769230769,20,0
0,342,100,0.90169418997908,0,0,0
0,343,0,0.689757446307877,0,0,0
0,343,1,0.584594635015312,0.142857142857143,1,0
0,343,2,0.686017726666355,0.214285714285714,2,0
0,343,4,0.959895152268699,0.428571428571429,5,0
0,343,7,0.885827363562817,0.428571428571429,11,0
0,343,15,0.559872516848277,0.785714285714286,33,0
0,343,100,0.709374391558008,0,0,0
0,344,0,0.951784659963246,0,0,0
0,344,1,0.94057769645016,0.142857142857143,1,0
0,344,2,0.947130206373795,0.214285714285714,2,0
0,344,4,0.989462381411184,0.285714285714286,4,0
0,344,7,0.58249989855261,0.428571428571429,8,0
0,344,15,0.16481069721967,0.5,18,0
0,344,100,0.602109520302838,0,0,0
0,345,0,0.403438795187426,0,0,0
0,345,1,0.480911556580974,0.181818181818182,1,0
0,345,2,0.338737631245369,0.363636363636364,3,0
0,345,4,0.404841753139476,0.545454545454545,5,0
0,345,7,0.694488627587261,0.636363636363636,11,0
0,345,15,0.482206844916421,0.545454545454545,16,0
0,345,100,0.123950890676703,0,0,0
0,346,0,0.385620963754686,0,0,0
0,346,1,0.329610253031276,0.181818181818182,1,0
0,346,2,0.34847537442167,0.363636363636364,3,0
0,346,4,0.304505732412662,0.363636363636364,6,0
0,346,7,0.252512965498164,0.727272727272727,11,0
0,346,15,0.080398207280685,1,81,0
0,346,100,0.133806199598122,0,0,0
0,347,0,0.552125422089701,0,0,0
0,347,1,0.549517712761798,0.181818181818182,1,0
0,347,2,0.476212747712827,0.272727272727273,2,0
0,347,4,0.429257547474932,0.454545454545455,4,0
0,347,7,0.638632238018204,0.818181818181818,12,0
0,347,15,0.401811175278958,0.636363636363636,18,0
0,347,100,0.164321886583122,0,0,0
0,348,0,0.401960196945847,0,0,0
0,348,1,0.330781136001922,0.142857142857143,1,0
0,348,2,0.306693586310823,0.214285714285714,2,0
0,348,4,0.322885859132737,0.285714285714286,4,0
0,348,7,0.259195789317358,0.5,7,0
0,348,15,0.794980387521514,0.714285714285714,24,0
0,348,100,0.449757894784256,0,0,0
0,349,0,0.186414426824243,0,0,0
0,349,1,0.157251316337865,0.181818181818182,1,0
0,349,2,0.178378400893716,0.363636363636364,3,0
0,349,4,0.136063058435846,0.454545454545455,4,0
0,349,7,0.203037858516738,0.454545454545455,9,0
0,349,15,0.293822373963704,0.727272727272727,28,0
0,349,100,0.117243127138334,0,0,0
0,350,0,0.776306643457701,0,0,0
0,350,1,0.802578735651755,0.142857142857143,1,0
0,350,2,0.862067526796575,0.214285714285714,2,0
0,350,4,0.573654522415545,0.285714285714286,4,0
0,350,7,0.792289425530158,0.571428571428571,12,0
0,350,15,0.839903686662707,0.785714285714286,59,0
0,350,100,0.927488967355054,0,0,0
0,351,0,0.665604851792378,0,0,0
0,351,1,0.694406894112324,0.133333333333333,1,0
0,351,2,0.926152972377527,0.2,2,0
0,351,4,0.869512903634539,0.266666666666667,4,0
0,351,7,0.611020475180117,0.4,10,0
0,351,15,0.818075664786793,0.733333333333333,21,0
0,351,100,0.908166091332505,0,0,0
0,352,0,0.90007250224518,0,0,0
0,352,1,0.923194783672251,0.133333333333333,1,0
0,352,2,0.91522708190959,0.2,2,0
0,352,4,0.862159176536315,0.2,4,0
0,352,7,0.892139358437285,0.333333333333333,7,0
0,352,15,0.115160136538345,1,73,0
0,352,100,0.493586186937851,0,0,0
0,353,0,0.563786078384986,0,0,0
0,353,1,0.36133434222662,0.153846153846154,1,0
0,353,2,0.594257371431138,0.307692307692308,3,0
0,353,4,0.648084449899652,0.384615384615385,4,0
0,353,7,0.639772874002388,0.461538461538462,7,0
0,353,15,0.318086790578275,0.846153846153846,56,0
0,353,100,0.262583923309285,0,0,0
0,354,0,0.990683525470483,0,0,0
0,354,1,0.953912660092268,0.142857142857143,1,0
0,354,2,0.904359062877759,0.285714285714286,3,0
0,354,4,0.982241802501299,0.357142857142857,4,0
0,354,7,0.956970726838168,0.571428571428571,13,0
0,354,15,0.362055736924562,0.785714285714286,33,0
0,354,100,0.351834120611097,0,0,0
0,355,0,0.195519311223607,0,0,0
0,355,1,0.207611620380864,0.142857142857143,1,0
0,355,2,0.19155030947153,0.214285714285714,2,0
0,355,4,0.25456100340996,0.285714285714286,5,0
0,355,7,0.189563783351525,0.357142857142857,8,0
0,355,15,0.239304621148688,0.714285714285714,18,0
0,355,100,0.73149118110242,0,0,0
0,356,0,0.879317040061986,0,0,0
0,356,1,0.740668755682088,0.142857142857143,1,0
0,356,2,0.967401345021926,0.285714285714286,3,0
0,356,4,0.833166300575809,0.357142857142857,4,0
0,356,7,0.580034633845454,0.5,13,0
0,356,15,0.765992193760223,0.785714285714286,25,0
0,356,100,0.0869703209911036,0,0,0
0,357,0,0.263606864227085,0,0,0
0,357,1,0.25458573988845,0.142857142857143,1,0
0,357,2,0.184188566750735,0.214285714285714,2,0
0,357,4,0.44678885408259,0.357142857142857,6,0
0,357,7,0.340560699644118,0.5,11,0
0,357,15,0.92109006737327,1,87,0
0,357,100,0.135981976577223,0,0,0
0,358,0,0.650404905963817,0,0,0
0,358,1,0.622384464102571,0.125,1,0
0,358,2,0.773694667890729,0.1875,3,0
0,358,4,0.697547563409386,0.3125,5,0
0,358,7,0.525975435685029,0.4375,10,0
0,358,15,0.546333237204238,0.6875,25,0
0,358,100,0.823024517074896,0,0,0
0,359,0,0.733187004508791,0,0,0
0,359,1,0.716232303359236,0.166666666666667,1,0
0,359,2,0.968828113592987,0.333333333333333,3,0
0,359,4,0.771551068573861,0.333333333333333,6,0
0,359,7,0.564499137007312,0.416666666666667,8,0
0,359,15,0.625160432968136,0.583333333333333,20,0
0,359,100,0.168088111757107,0,0,0
0,360,0,0.348328525722491,0,0,0
0,360,1,0.31732114330594,0.125,1,0
0,360,2,0.306546700025032,0.1875,2,0
0,360,4,0.185210955082181,0.25,4,0
0,360,7,0.506757740578458,0.5,13,0
0,360,15,0.364972174202224,0.625,19,0
0,360,100,0.276195907866408,0,0,0
0,361,0,0.12032814105335,0,0,0
0,361,1,0.116485698868685,0.166666666666667,1,0
0,361,2,0.0844544469439728,0.25,2,0
0,361,4,0.0758971914846245,0.416666666666667,4,0
0,361,7,0.187074243209251,0.666666666666667,9,0
0,361,15,0.771207313955505,0.833333333333333,23,0
0,361,100,0.0527118717171043,0,0,0
0,362,0,0.964136894512605,0,0,0
0,362,1,0.922088991745924,0.2,1,0
0,362,2,0.964086836663693,0.266666666666667,3,0
0,362,4,0.770940449848588,0.266666666666667,4,0
0,362,7,0.892828474344805,0.466666666666667,9,0
0,362,15,0.628704317436151,0.8,38,0
0,362,100,0.410470543637601,0,0,0
0,363,0,0.241127921027452,0,0,0
0,363,1,0.268921790485931,0.117647058823529,1,0
0,363,2,0.143519337693642,0.176470588235294,3,0
0,363,4,0.246039258540071,0.294117647058824,5,0
0,363,7,0.443666258842403,0.294117647058824,9,0
0,363,15,0.461195171789081,0.705882352941177,33,0
0,363,100,0.558112608473494,0,0,0
0,364,0,0.202801294810199,0,0,0
0,364,1,0.25176726215968,0.153846153846154,1,0
0,364,2,0.136268114222115,0.230769230769231,3,0
0,364,4,0.148874325442005,0.384615384615385,5,0
0,364,7,0.0643201958441911,0.538461538461538,10,0
0,364,15,0.0934561092353067,0.615384615384615,16,0
0,364,100,0.136810179807671,0,0,0
0,365,0,0.355572960973496,0,0,0
0,365,1,0.317470357123438,0.166666666666667,1,0
0,365,2,0.322095529997673,0.25,2,0
0,365,4,0.317271993542244,0.333333333333333,4,0
0,365,7,0.472999958091126,0.416666666666667,7,0
0,365,15,0.851415294819827,0.666666666666667,24,0
0,365,100,0.0974549581527622,0,0,0
0,366,0,0.607142418780636,0,0,0
0,366,1,0.578493294861469,0.153846153846154,1,0
0,366,2,0.661016516339816,0.230769230769231,2,0
0,366,4,0.610192874027071,0.384615384615385,5,0
0,366,7,0.330488193802543,0.461538461538462,9,0
0,366,15,0.939884835535909,0.923076923076923,46,0
0,366,100,0.667516403713224,0,0,0
