plotid,site,latitude,longitude,richness,region,A1depth,clay,silt,sand,gap_fraction,LAI,Acer_spicatum,Amelanchier_spp,Aronia_melanocarpa,Carpinus_caroliniana,Comptonia_peregrina,Cornus_alternifolia,Cornus_racemosa,Corylus_americana,Corylus_cornuta,Crataegus_spp,Diervilla_lonicera,Dirca_palustris,Euonymus_altana,Euonymus_spp,Hamamelis_virginiana,Lonicera_canadensis,Lonicera_reticulata,Lonicera_rotifolia,Lonicera_spp,Ostrya_virginiana,Prunus_americana,Prunus_pensylvanica,Prunus_serotina,Prunus_virginiana,Rhamnus_cathartica,Ribes_americanum,Ribes_cynosbati,Ribes_spp,Rosa_multiflora,Rubus_alleghaniensis,Rubus_idaeus,Rubus_occidentalis,Rubus_spp,Sambucus_nigra,Sambucus_racemosa,Staphylea_trifolia,Vaccinium_angustifolium,Vaccinium_myrtlloides,Viburnum_acerifolium,Viburnum_dentata,Viburnum_lentago,Viburnum_rafinesquianum,Viburnum_trilobum,Zanthoxylum_americanum
SPD2-2,SPD,46.348387,-90.918854,7,N,13.27,2.803364037,55.46824189,41.72839407,2.643,4.52,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,3,0,0,1,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPD2-3,SPD,46.348395,-90.918578,4,N,18.84,2.839180694,52.13883594,45.02198337,2.318,4.13,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPD2-4,SPD,46.348236,-90.918427,4,N,7.6,4.821213339,48.62450783,46.55427883,2.809,5.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPD3-1,SPD,46.348325,-90.918459,4,N,24.44,0.805639476,34.64531722,64.5490433,1.667,4.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPD3-2,SPD,46.348081,-90.918714,2,N,8.43,2.814070352,51.66532663,45.52060302,1.837,4.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPD3-3,SPD,46.348239,-90.918714,5,N,11.04,4.882017901,57.40471928,37.71326282,2.501,3.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
SPD3-4,SPD,46.347992,-90.91864,6,N,18.37,5.829145729,58.20552764,35.96532663,3.79,4.91,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0
SPD4-1,SPD,46.348432,-90.919052,2,N,14.38,0.806614237,48.80346844,50.38991732,1.594,4.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPD4-2,SPD,46.348157,-90.919323,1,N,13.45,0.808407437,36.78674212,62.40485044,1.879,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPD4-3,SPD,46.348064,-90.918945,2,N,14.51,2.834008097,54.06558704,43.10040486,1.353,5.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPD4-4,SPD,46.348052,-90.918992,3,N,22.46,2.823149829,41.75386167,55.42298851,1.158,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPD5-1,SPD,46.348052,-90.918992,1,N,24.52,0.810044553,44.96249494,54.22746051,1.449,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPD5-2,SPD,46.347973,-90.919351,3,N,21.63,0.804020101,40.60502513,58.59095477,1.62,4.96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPD5-3,SPD,46.347851,-90.919004,2,N,22.13,0.808407437,48.91285368,50.27873888,1.635,4.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPD5-4,SPD,46.347832,-90.918999,1,N,8.26,1.800720288,53.92192877,44.27735094,2.017,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TI1-1,TI,42.98118,-88.585615,8,S,14.94,3.639304488,36.21051355,60.15018197,1.637,5.01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1,1,0,0,0,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TI1-2,TI,42.98115,-88.585489,8,S,22.06,3.610832497,37.91915747,58.47001003,1.391,5.11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,1,0,0,0,5,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TI1-3,TI,42.981288,-88.585848,9,S,14.23,3.644462442,44.36319093,51.99234663,1.56,4.17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,1,0,0,0,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TI1-4,TI,42.981313,-88.585957,8,S,24.62,5.625879044,45.01997187,49.35414909,3.098,4.09,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,1,6,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
TI2-1,TI,42.981337,-88.58598,7,S,20.47,3.671970624,36.55169319,59.77633619,3.378,4.71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
TI2-2,TI,42.981703,-88.586172,7,S,8.84,3.622459247,42.07200644,54.30553431,1.94,3.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,3,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TI2-3,TI,42.981554,-88.585965,5,S,9.53,1.62601626,37.41138211,60.96260163,2.954,4.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
TI2-4,TI,42.981495,-88.586303,7,S,23.84,3.617363344,50.0488746,46.33376206,3.873,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
TI3-1,TI,42.981495,-88.586303,4,S,16.4,3.618817853,31.97563329,64.40554885,2.703,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
TI3-2,TI,42.98172,-88.585602,6,S,27.12,3.608660786,37.89526864,58.49607057,1.241,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
TI3-3,TI,42.981769,-88.585952,6,S,15.09,5.263157895,41.12469636,53.61214575,3.597,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,5,0,0,0,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TI3-4,TI,42.981783,-88.586008,5,S,21.67,5.278116119,41.24896468,53.4729192,1.288,5.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,10,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TI4-1,TI,42.981961,-88.585534,4,S,26.15,5.214600882,36.71006819,58.07533093,1.835,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TI4-2,TI,42.982134,-88.585426,2,S,21.9,3.233629749,31.94890865,64.8174616,1.818,4.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TI4-3,TI,42.981853,-88.585845,4,S,21.88,5.22928399,38.83201931,55.9386967,2.468,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TI4-4,TI,42.981812,-88.58586,3,S,18.13,3.232323232,35.97575758,60.79191919,2.971,4.42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TI5-1,TI,42.982036,-88.585809,1,S,21.78,5.221932115,40.78220526,53.99586262,4.073,3.88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TI5-2,TI,42.982022,-88.585691,2,S,16.84,5.228232455,34.80197064,59.9697969,1.3,5.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TI5-3,TI,42.981897,-88.586106,1,S,16.41,5.246166263,26.85924132,67.89459241,1.662,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TI5-4,TI,42.982133,-88.586398,4,S,18.26,7.237635706,37.81535987,54.94700442,1.966,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WW1-1,WW,43.046188,-89.429189,5,S,17.8,5.656565657,59.42222222,34.92121212,2.233,4.71,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
WW1-2,WW,43.046089,-89.429246,7,S,12.3,5.616850552,48.9552658,45.42788365,2.097,4.69,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
WW1-3,WW,43.045829,-89.42936,3,S,9.79,5.621361172,61.04260189,33.33603694,1.454,4.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WW1-4,WW,43.04599,-89.429144,2,S,5.04,7.686084142,50.40711974,41.90679612,3.319,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
WW2-1,WW,43.046212,-89.429051,5,S,6.62,5.649717514,55.31138015,39.03890234,3.032,4.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
WW2-2,WW,43.046066,-89.429988,6,S,13.81,5.605605606,44.84764765,49.54674675,2.526,4.31,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0
WW2-3,WW,43.046253,-89.428796,5,S,21.58,5.617977528,34.92070626,59.46131621,2.13,4.97,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
WW2-4,WW,43.045935,-89.428918,4,S,28.03,5.6726094,57.57277147,36.75461912,3.729,3.87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WW3-1,WW,43.046485,-89.429025,4,S,15.89,7.648953301,62.22254428,30.12850242,1.238,5.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WW3-2,WW,43.046422,-89.428971,5,S,14.45,5.653139511,61.40351302,32.94334747,2.727,5.41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
WW3-3,WW,43.04623,-89.428909,4,S,4.6,6.653225806,56.37741935,36.96935484,5.02,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
WW3-4,WW,43.046119,-89.428693,2,S,6.92,8.624147613,53.06060971,38.31524268,2.803,4.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
WW4-1,WW,43.046385,-89.429183,3,S,9.69,6.705954074,48.72194676,44.57209917,1.723,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
WW4-2,WW,43.046636,-89.429077,2,S,18.28,6.720977597,54.94847251,38.3305499,1.934,5.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
WW4-3,WW,43.046434,-89.429055,4,S,27.2,4.62962963,47.21690821,48.15346216,1.861,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,2,0,0
WW4-4,WW,43.046489,-89.429198,4,S,17.3,6.606606607,59.96326326,33.43013013,4.237,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0
WW5-1,WW,43.046749,-89.429068,4,S,9.74,6.690997567,44.55077048,48.75823195,2.241,4.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0
WW5-2,WW,43.046496,-89.428597,3,S,16.53,6.610576923,64.00769231,29.38173077,2.676,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
WW5-3,WW,43.046392,-89.429186,3,S,12.36,20.87978917,72.0028583,7.117352524,2.037,5.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
WW5-4,WW,43.04661,-89.428731,6,S,19.51,6.708680626,56.87483228,36.41648709,3.106,3.92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,0,0
