"b1.true","P.pgls","P.lm","pgls.boot0"
0,0.663937115698039,0.473608757367526,0
0,0.0821177354410122,0.255726705657884,0
0,0.861239167581145,0.702130124213647,0
0,0.725838617755746,0.669450451817957,0
0,0.00630281078484855,0.32065478561877,1
0,0.425110032213797,0.903808092272144,0
0,0.128423052129369,0.136653224459253,0
0,0.749598119205316,0.508054346704265,0
0,0.787123469473634,0.101154174220379,0
0,0.905490703854031,0.39153414519419,0
0,0.645379218631377,0.44133432622884,0
0,0.526602677655797,0.430063677221491,0
0,0.403472353741585,0.268781729370282,0
0,0.454506411993951,0.162268490215814,0
0,0.795647960157412,0.88406879862238,0
0,0.789760040171256,0.475242868833597,0
0,0.307635674627614,0.958293788914268,0
0,0.0244972755024584,0.893506818042537,1
0,0.932626805431536,0.331839466211198,0
0,0.276322022354106,0.0911825335278114,0
0,0.782632203507707,0.32337203384406,0
0,0.101767535394192,0.331681470338836,0
0,0.99518564425666,0.867459646721658,0
0,0.851234698360304,0.47649051734489,0
0,0.0569146723232278,0.347859852846175,0
0,0.769386339169702,0.261272879999991,0
0,0.94302189336684,0.480993507174006,0
0,0.607735831564319,0.720732546164508,0
0,0.72861142711361,0.573258287450292,0
0,0.970041331680886,0.933513995258831,0
0,0.361694076946298,0.0654404749841098,0
0,0.984346182806928,0.893357061074818,0
0,0.956950389287144,0.913235280598569,0
0,0.776716895122193,0.202260646472781,0
0,0.103484158773939,0.419775965297997,0
0,0.175568090016364,0.59197875939205,0
0,0.717458662018909,0.77782097674207,0
0,0.336204767103619,0.241797685485384,0
0,0.0677895938457759,0.747850050693703,0
0,0.267106676839044,0.963120969286411,0
0,0.363985676151133,0.351196616950095,0
0,0.232630919422667,0.847751192042979,0
0,0.797173381391934,0.18424620913725,0
0,0.399899425636726,0.992843719838745,0
0,0.408397851828711,0.94735930807803,0
0,0.071102150410062,0.703408183698975,0
0,0.0625411554719538,0.147350598748702,0
0,0.748375644725728,0.820615339017968,0
0,0.95298054122426,0.994868481708337,0
0,0.879171441734254,0.409422949317762,0
0,0.524715348452409,0.0583303977813982,0
0,0.0275711477653443,0.541721840196029,1
0,0.744112312287713,0.0744956657518551,0
0,0.835821264370582,0.505661166306304,0
0,0.802218258465029,0.792733396095824,0
0,0.58351169609109,0.372361720323425,0
0,0.0709530795246505,0.78420399005814,0
0,0.330532599346092,0.304733234094393,0
0,0.266941274535944,0.433408592167511,0
0,0.0857857882118382,0.120392167086976,0
0,0.995130459411531,0.492668993564993,0
0,0.826902750611461,0.150782603452134,0
0,0.614076656129133,0.775649928682949,0
0,0.54231993086328,0.676822820603436,0
0,0.425592589154671,0.854480095323607,0
0,0.0824988691136451,0.886768829460437,0
0,0.948873840481178,0.0757570009866632,0
0,0.195972938470868,0.646295741722161,0
0,0.280386097592291,0.481972826909501,0
0,0.854426808350498,0.557966799768295,0
0,0.227127727900931,0.0308198063333968,0
0,0.441676526108106,0.552148360907691,0
0,0.308929712411963,0.274569701505352,0
0,0.603362866065886,0.963432176910326,0
0,0.278182203979394,0.977427944989235,0
0,0.18760211766377,0.755676450677573,0
0,0.458518767782691,0.481797922005665,0
0,0.801307106375725,0.187858486099366,0
0,0.690170756010177,0.233631703128453,0
0,0.255072462640447,0.936416912411058,0
0,0.181635498646819,0.289747575273333,0
0,0.617717705271922,0.573445394387901,0
0,0.916701701798422,0.277971779060634,0
0,0.716322017436905,0.128074211663608,0
0,0.415446850631471,0.0716057458921265,0
0,0.813009271763386,0.154600878617939,0
0,0.183741639098911,0.173452961378631,0
0,0.817934234075752,0.2969121090786,0
0,0.79513742107748,0.764872997981334,0
0,0.0576926082903564,0.189392011450319,0
0,0.902573969515088,0.21669642564238,0
0,0.372422810119995,0.854260732194561,0
0,0.599878097873646,0.397300773878096,0
0,0.229738042462271,0.0532210317600645,0
0,0.199872399053106,0.752128748581895,0
0,0.631988366499338,0.488947678889933,0
0,0.771287656357346,0.647489527708072,0
0,0.526052467691976,0.840067584010338,0
0,0.676416116431427,0.390539680647243,0
0,0.81423940514136,0.862702095591899,0
0,0.359034276593732,0.294398442376532,0
0,0.719438075769357,0.0926625562674823,0
0,0.301690500088799,0.299385671531842,0
0,0.504393975054845,0.25132273957154,0
0,0.286822933989425,0.805051586262231,0
0,0.698717974980266,0.976218256012337,0
0,0.74810598237867,0.903603776462032,0
0,0.102653267772477,0.462316938935115,0
0,0.079925356541353,0.460476632373889,0
0,0.511744887068656,0.569747135187293,0
0,0.260321379109179,0.380492317329974,0
0,0.539635312329764,0.485317124017172,0
0,0.7259836463876,0.0669199599905418,0
0,0.302998818346434,0.136260135433842,0
0,0.808462737350203,0.276539296665961,0
0,0.998405118116405,0.670541056275582,0
0,0.437785500798676,0.115301003992649,0
0,0.812479913886588,0.353659925875846,0
0,0.746082703316804,0.213624740590472,0
0,0.112070330373066,0.0959432110578951,0
0,0.665042607832813,0.421947674399317,0
0,0.603434417283446,0.0853731912020557,0
0,0.274234460433088,0.597385570761435,0
0,0.194239893756102,0.0028166205088217,0
0,0.518298063938822,0.0854359748758295,0
0,0.8934971074159,0.312287703780327,0
0,0.00486901611393005,0.0629643706774257,1
0,0.726554077253683,0.500613652738426,0
0,0.313288384723135,0.895701186840692,0
0,0.0188080483189464,0.0206526401212564,1
0,0.500255472268825,0.0504657891247874,0
0,0.700886963874954,0.649055696437375,0
0,0.0626467810627947,0.564732880848599,0
0,0.944364637348215,0.186096728364008,0
0,0.79908578760762,0.705056524446431,0
0,0.0569386919173298,0.0436176803920297,0
0,0.420060771153717,0.39840715967155,0
0,0.737461879083367,0.811301384789828,0
0,0.602267994499806,0.31005935725019,0
0,0.152250127442817,0.0599603861339482,0
0,0.366377642821912,0.591014659181518,0
0,0.414586357533413,0.649637208169447,0
0,0.784792386485371,0.256679925015804,0
0,0.934451830988581,0.749944683456257,0
0,0.926480474657295,0.0602585712756674,0
0,0.755995345204387,0.975078058133639,0
0,0.742799008761226,0.816892063969386,0
0,0.343278372116816,0.981844480940862,0
0,0.759259051132927,0.428901716818374,0
0,0.949499307082377,0.759781630152439,0
0,0.974149827177027,0.438340523566444,0
0,0.386625949595874,0.167655877847556,0
0,0.393154312708961,0.72458148720527,0
0,0.763799212799331,0.40491540864339,0
0,0.355202722600588,0.291013916704233,0
0,0.768377738386952,0.75577487988801,0
0,0.485062778201817,0.738504358247118,0
0,0.585957316404672,0.692389014758414,0
0,0.0862982769856152,0.0971180189572628,0
0,0.979491303468404,0.428872265001333,0
0,0.3497459241873,0.829479287145716,0
0,0.113042493259513,0.875160089842016,0
0,0.181210834485405,0.804176856550398,0
0,0.33609668301592,0.722117924228435,0
0,0.478777234123269,0.543617894701959,0
0,0.472369267358521,0.00435558026178633,0
0,0.92635620931353,0.894296570365738,0
0,0.926345203446167,0.979283643517897,0
0,0.825028611219749,0.0181831160580961,0
0,0.900859442488182,0.653869773985331,0
0,0.366985776381508,0.397042201840108,0
0,0.9805295020737,0.436119239398807,0
0,0.791755691966675,0.266825943347827,0
0,0.882044530826858,0.934311603295902,0
0,0.996256788893639,0.480130886765671,0
0,0.660239832230951,0.360581690585627,0
0,0.374675706361639,0.212917172836162,0
0,0.477684476233444,0.796621856710115,0
0,0.105259082814162,0.550883731180122,0
0,0.408325913410741,0.199032215735338,0
0,0.447325530408553,0.213412213583179,0
0,0.290561428747689,0.726637692043806,0
0,0.796195422857095,0.508350161474351,0
0,0.373201984956255,0.765560761662616,0
0,0.267640697045709,0.900969371129444,0
0,0.608895310892155,0.801923986788964,0
0,0.623000858594,0.3419927282311,0
0,0.462261871718883,0.753715559691244,0
0,0.158610736901718,0.973565054514358,0
0,0.0223593110519761,0.0165392086954622,1
0,0.761998422744519,0.604894056909745,0
0,0.845089947263218,0.156140761429205,0
0,0.0941396337299815,0.762262875727836,0
0,0.605344363834797,0.744180770675188,0
0,0.793337098436734,0.901903713725911,0
0,0.757855108988689,0.717354875537597,0
0,0.492627522429912,0.695760174951826,0
0,0.734763610038369,0.34820261559541,0
0,0.147332935205462,0.522024233755567,0
0,0.0591768855177934,0.461928824666534,0
0,0.22073947845797,0.240908997855895,0
0,0.23111648476436,0.357809051662354,0
0,0.934950176348776,0.830664988598929,0
0,0.797169110307262,0.843688419905929,0
0,0.71832522639566,0.627385435192781,0
0,0.641975974982465,0.40158201182292,0
0,0.130331764974611,0.0160336947806715,0
0,0.256763062619787,0.798663296240148,0
0,0.883847916658987,0.848041556774734,0
0,0.625213206739205,0.0259252284777547,0
0,0.223212542206867,0.558374577400694,0
0,0.872497433961199,0.085862687546826,0
0,0.125647027251596,0.657839443810393,0
0,0.737039161309243,0.67369343493704,0
0,0.69360792874402,0.211137646982584,0
0,0.0867179830607453,0.46650859981515,0
0,0.635109209711646,0.927382527682202,0
0,0.740063780645556,0.0951496739600649,0
0,0.912525321783157,0.987792888771382,0
0,0.316456696689098,0.452088840244051,0
0,0.474807809423492,0.416953894848687,0
0,0.0777296347173035,0.309404909659614,0
0,0.209021635724237,0.0123932476502178,0
0,0.355488951024514,0.728010617950841,0
0,0.798273712791082,0.667899618733889,0
0,0.311363875025473,0.661976749533608,0
0,0.931881383040097,0.650771768390316,0
0,0.034177252039747,0.296462377229698,1
0,0.894538635583927,0.232948431700837,0
0,0.428670382477214,0.979801314351573,0
0,0.71775512557831,0.890171910919965,0
0,0.210854935598383,0.65937399972703,0
0,0.508616446182354,0.293040207462108,0
0,0.354355711815391,0.768588543102363,0
0,0.866964409839548,0.929025025502125,0
0,0.803932657266175,0.596317903823987,0
0,0.628971251871353,0.805549700622596,0
0,0.644995606859317,0.868112103114653,0
0,0.321017596655049,0.842969623759033,0
0,0.608589080234837,0.800416680238746,0
0,0.757709533822049,0.907250911766084,0
0,0.0172123772326119,0.737703402193363,1
0,0.464386485007372,0.554847466158656,0
0,0.889826539460883,0.849278999297172,0
0,0.953375558621558,0.321919534140844,0
0,0.837390404869226,0.84356043319595,0
0,0.80022992959158,0.379930116040365,0
0,0.238764473437795,0.716317861760248,0
0,0.580644384172486,0.147260038619099,0
0,0.985238502760143,0.0954055641709638,0
0,0.902280267363091,0.451941755258907,0
0,0.950082959956134,0.55295916537735,0
0,0.330155643567043,0.6216221333807,0
0,0.620788415891767,0.460672987886512,0
0,0.978381903939783,0.0446812712202876,0
0,0.928405724154853,0.0937076949759356,0
0,0.650915092144684,0.807683829151502,0
0,0.979116215929368,0.571340429261658,0
0,0.75697253712561,0.0140943471442241,0
0,0.291875045488212,0.482253741198467,0
0,0.0858718816279763,0.113447151189704,0
0,0.713918297891042,0.822505859628945,0
0,0.585465326178758,0.435197813996796,0
0,0.611489154165974,0.922981984482218,0
0,0.771454770561684,0.682802891642398,0
0,0.351071899666358,0.189932660108653,0
0,0.19765693030865,0.130803495690148,0
0,0.918506932417398,0.106700783808609,0
0,0.734934970304466,0.202932663989182,0
0,0.157415069334004,0.17202774256888,0
0,0.63697406044461,0.244807725724553,0
0,0.938019327309701,0.938272753236343,0
0,0.988143779708168,0.679093295503601,0
0,0.775609683548234,0.627993546165182,0
0,0.551378724799795,0.33925845445088,0
0,0.653935945954295,0.560462639638774,0
0,0.165892617520154,0.436115767291037,0
0,0.577564062699404,0.280526282493809,0
0,0.601721732173831,0.576352351350529,0
0,0.717326098648813,0.30530837608073,0
0,0.965397337771312,0.962127336264755,0
0,0.899632743550113,0.961566588686591,0
0,0.178080414747256,0.464228844497447,0
0,0.987582870701881,0.594621885066542,0
0,0.0752641570261387,0.470825249953315,0
0,0.842941289174567,0.315603621236322,0
0,0.34316258429759,0.787037379348448,0
0,0.39778086493054,0.417584896149807,0
0,0.635458138327338,0.22925673496979,0
0,0.755907592644294,0.239937927937473,0
0,0.389181452060494,0.168251266762065,0
0,0.374798697702269,0.684430449111284,0
0,0.0722821645171249,0.714197750863253,0
0,0.906191601112237,0.0719871922680957,0
0,0.104410468053188,0.629507385913799,0
0,0.00547422238861613,0.359301312106383,1
0,0.0547675998391562,0.681885451376223,1
0,0.361211770968279,0.0399204501508,0
0,0.626782840974289,0.266996849390907,0
0,0.289325860417491,0.705413859131349,0
0,0.570612631703672,0.55714248873401,0
0,0.91158553529664,0.325251809518339,0
0,0.798810864427045,0.724197947754107,0
0,0.442629707253063,0.57875263885929,0
0,0.587992945938758,0.613794508169081,0
0,0.245754881295735,0.276011122128183,0
0,0.507722134562934,0.963248117005508,0
0,0.534756142996155,0.347309659904638,0
0,0.780179313645353,0.274368957729224,0
0,0.209216220064149,0.438763372241285,0
0,0.895132749369426,0.385898620514739,0
0,0.854714083643265,0.629761885295422,0
0,0.00661126272927175,0.00934141148653386,1
0,0.873832851749993,0.00289498886383521,0
0,0.14295245457,0.0206687417461483,0
0,0.665880580419093,0.0300030187372389,0
0,0.765407539005854,0.23010009910214,0
0,0.307037311433065,0.973726989457925,0
0,0.546475704511995,0.70520882657769,0
0,0.296546296368315,0.754869040766024,0
0,0.182918496615094,0.495247037972261,0
0,0.685757116401202,0.883723041466687,0
0,0.78074534195197,0.810399369803973,0
0,0.18483010292841,0.18483006479384,0
0,0.501053249609292,0.989400329623233,0
0,0.00336198114982267,0.990933585860165,1
0,0.990733020898986,0.942782066590406,0
0,0.0435020969028563,0.0103674649861353,1
0,0.951389827311574,0.782560130552355,0
0,0.900415246514778,0.688195106009216,0
0,0.250365290886182,0.282113672370598,0
0,0.178168337492151,0.0193738213968886,0
0,0.474983585718425,0.59543941357662,0
0,0.372201549712455,0.223738001974198,0
0,0.514766162989791,0.325296888632992,0
0,0.906563231521204,0.619934190567525,0
0,0.554030145786641,0.219808787709605,0
0,0.87813236124195,0.769828369666027,0
0,0.801302834975618,0.472464621187571,0
0,0.525416265541585,0.340587753608951,0
0,0.78415260628123,0.428068571102627,0
0,0.71617571597745,0.675227105614101,0
0,0.73262662190556,0.510202965432422,0
0,0.711333869352133,0.552109925407492,0
0,0.461556145046554,0.83086056575276,0
0,0.866746762795473,0.188313348157538,0
0,0.000459518706515887,0.38166032752964,1
0,0.476163038070252,0.23393418646956,0
0,0.87935307524431,0.627211499086137,0
0,0.626885613511523,0.741196083494088,0
0,0.732464581230589,0.647932271163017,0
0,0.871419363389671,0.589741674296542,0
0,0.552744562532876,0.71134445566641,0
0,0.303447294844891,0.294708142973456,0
0,0.991440770943243,0.447831986765929,0
0,0.264480998791605,0.222091938654254,0
0,0.530913879080005,0.371798788258294,0
0,0.878815905663079,0.702131783582545,0
0,0.778610496366387,0.650030882698376,0
0,0.612383434309824,0.0908085029654361,0
0,0.0854646906278547,0.74164724064373,0
0,0.857043823076108,0.511725590454264,0
0,0.352810431148162,0.786411316691092,0
0,0.0829400908362317,0.67522606973384,0
0,0.340214108764175,0.503943239454573,0
0,0.597619758049754,0.57423291591514,0
0,0.69101063027187,0.371063199987818,0
0,0.506795583207313,0.142338430239774,0
0,0.593321458204824,0.530696465555601,0
0,0.980824996671051,0.0349403305720114,0
0,0.276724392103873,0.292882486163788,0
0,0.503015263758455,0.926527682768438,0
0,0.282954055553032,0.111613065142735,0
0,0.497219158029173,0.129286843337301,0
0,0.742022655695892,0.618245187948522,0
0,0.525718688279607,0.501039656447425,0
0,0.366516618763239,0.212002586690796,0
0,0.314682799958464,0.76679943715719,0
0,0.882538813745496,0.84053037594408,0
0,0.997649843849251,0.3368470211366,0
0,0.600752392913896,0.77795781361442,0
0,0.304366654195452,0.758226349082222,0
0,0.788664187160976,0.86783927827632,0
0,0.840563852512253,0.344559222673395,0
0,0.760558628370534,0.753631908115398,0
0,0.436330674422425,0.338823279914104,0
0,0.8454339236373,0.56151640425758,0
0,0.75884976097103,0.956184169618044,0
0,0.592700839699864,0.0486935987151055,0
0,0.632325401783484,0.358314386610405,0
0,0.297092271036957,0.794141533280787,0
0,0.630674351552375,0.808669427868141,0
0,0.471297660668229,0.335742360174758,0
0,0.261570459587122,0.582162904918847,0
0,0.44566429862962,0.366476925775492,0
0,0.121024447646938,0.896704506910465,0
0,0.747577408866756,0.3709898509636,0
0,0.265217142275669,0.75266658575783,0
0,0.450620309277769,0.115605429090019,0
0,0.161775625968766,0.233069510841914,0
0,0.0264440837911299,0.232049527543279,1
0,0.7201361186838,0.134888186017209,0
0,0.0269683525683057,0.0788043824603314,1
0,0.722202129031751,0.813044838785672,0
0,0.231150266939416,0.678943536128997,0
0,0.68525620596727,0.495006741922011,0
0,0.163363547470661,0.440823734441561,0
0,0.450653798384259,0.745226483688551,0
0,0.311784857986296,0.422009553294431,0
0,0.0830471775475242,0.824876488782128,0
0,0.622791552131267,0.679990835332823,0
0,0.156597420251067,0.347900914276664,0
0,0.290482933582116,0.204483624112481,0
0,0.209477528559689,0.763299863554074,0
0,0.25196896028793,0.99289242232704,0
0,0.757414118347835,0.530371733318065,0
0,0.801065691332575,0.537168323527982,0
0,0.198577036108708,0.198577090864977,0
0,0.932220208044715,0.200031932906036,0
0,0.276877381834752,0.940265838172258,0
0,0.174488696434978,0.380101734746988,0
0,0.685749467348182,0.740431084455082,0
0,0.992123777998783,0.533943532493429,0
0,0.70029792082994,0.951973042797317,0
0,0.598820009099488,0.938733972062042,0
0,0.179755244900234,0.415320110193219,0
0,0.145183998632792,0.112425862490313,0
0,0.306188243014179,0.19207594683234,0
0,0.636811308074,0.856502575762903,0
0,0.141585208651033,0.570874056337048,0
0,0.331504866277051,0.819797810266455,0
0,0.218520561790242,0.857449445257479,0
0,0.67097413806175,0.314935298976886,0
0,0.211609372817411,0.928765451863305,0
0,0.571309115623135,0.769876518220403,0
0,0.377275336752042,0.751389295749375,0
0,0.332085581504338,0.0712236705769046,0
0,0.156031693271511,0.926206083708115,0
0,0.370873394462864,0.265278592850174,0
0,0.435625469594279,0.0979168516324124,0
0,0.754066573230576,0.306655067287166,0
0,0.99030543307015,0.758775669778732,0
0,0.230228425863636,0.0209674876845954,0
0,0.794109691072751,0.132487340808111,0
0,0.264967174904295,0.968649065103102,0
0,0.228022086190859,0.663710588281723,0
0,0.642357344491847,0.294559043690822,0
0,0.030729043630089,0.775538892012681,1
0,0.103418354012642,0.1044244661692,0
0,0.0839425493274593,0.822187318672898,0
0,0.117286307972498,0.0845745423260551,0
0,0.78235494117428,0.351429735630589,0
0,0.196920081038509,0.211655862001892,0
0,0.550412471836056,0.616471713435157,0
0,0.833417940489201,0.704692067982459,0
0,0.826477819033012,0.826477810430665,0
0,0.221210649816355,0.105729915177373,0
0,0.937044946691706,0.61971508199981,0
0,0.298492209486321,0.452440766006391,0
0,0.199081759058979,0.255672336596947,0
0,0.304702187610017,0.579922190667569,0
0,0.0340271657949371,0.344137622117204,1
0,0.288874987749623,0.475940753594239,0
0,0.573592402928158,0.562913261230858,0
0,0.483351570025544,0.406910681529827,0
0,0.553393927883484,0.263693234497095,0
0,0.775300962389944,0.970247632175479,0
0,0.711402647741978,0.809238620575584,0
0,0.615410643853942,0.0944790233132377,0
0,0.45018336216887,0.0146559225184894,0
0,0.0945466113176185,0.101236729432674,0
0,0.196199155080725,0.0210679894045742,0
0,0.127401859660705,0.699681495001577,0
0,0.45939188235645,0.734272096173481,0
0,0.944965664104402,0.516891587143926,0
0,0.0756608197820299,0.863694985898108,0
0,0.933465014718023,0.231133086303643,0
0,0.790869120697145,0.867788136789004,0
0,0.774213928340006,0.770961482797094,0
0,0.261562113095992,0.420783733319586,0
0,0.961970200369237,0.509656086936688,0
0,0.484519187247231,0.0776342346017698,0
0,0.334358468046384,0.0263782522875883,0
0,0.0437791271598118,0.820790693701902,1
0,0.734126280409671,0.584623850569627,0
0,0.0453281310604147,0.39937155901965,1
0,0.727109417597159,0.932399130421159,0
0,0.983800565314211,0.499480726222102,0
0,0.883922492591489,0.226201425286596,0
0,0.493222870746436,0.617600779527929,0
0,0.935696294683146,0.922296911318742,0
0,0.549323143916496,0.737612107920624,0
0,0.0284825892186229,0.193408388052945,1
0,0.53942017564633,0.765016923346929,0
0,0.32289317272804,0.781344467901776,0
0,0.803477912331476,0.67451933103974,0
0,0.708601104189032,0.815864088964175,0
0,0.713515874100642,0.212179763391012,0
0,0.639914947239859,0.865365194864956,0
0,0.495161971534361,0.342639574745347,0
0,0.657776132749246,0.120798754828706,0
0,0.956740953358328,0.630289527173066,0
0,0.332023651426223,0.498757528320931,0
0,0.711561611783793,0.0679083833017716,0
0,0.691700587358513,0.9991053716758,0
0,0.869934428272382,0.29073285417263,0
0,0.0878104474532352,0.118739966095235,0
0,0.730913782917897,0.25330531379613,0
0,0.37199528374804,0.0507844748717098,0
0,0.671415815193972,0.145752864132286,0
0,0.660790171359158,0.368266935340343,0
0,0.0382476162938007,0.156893951222281,1
0,0.444329840780443,0.301996504408717,0
0,0.153857377796721,0.60825149095975,0
0,0.0370943881315115,0.0327535967517037,1
0,0.900617589396589,0.241124561120549,0
0,0.829724145192585,0.374824129915812,0
0,0.112463451428969,0.283980002179099,0
0,0.955085179460694,0.628582163962875,0
0,0.690094747831862,0.713052604542355,0
0,0.539030857594869,0.914934881441387,0
0,0.756180745762799,0.467885096734538,0
0,0.267711000334882,0.0527311609759699,0
0,0.624505029230549,0.585200249594427,0
0,0.350327839113384,0.601316979174873,0
0,0.539312310575022,0.594087781201663,0
0,0.400976781664588,0.171389522322492,0
0,0.245864431526185,0.677102017383006,0
0,0.0168896505153868,0.881495740054462,1
0,0.39456447654731,0.809772598814776,0
0,0.321259724867811,0.887956505706111,0
0,0.00453457972494534,0.633059020442976,1
0,0.169969878108346,0.511704527225635,0
0,0.867776106900608,0.28824762283615,0
0,0.267207716534776,0.620126067912145,0
0,0.921427024273822,0.451181369827458,0
0,0.542493613104082,0.949075543098639,0
0,0.53073571299278,0.0894985813800882,0
0,0.12024435308346,0.53574146293067,0
0,0.790917937645042,0.636533830743349,0
0,0.702978749368505,0.821958109728336,0
0,0.512133219139626,0.23740568421659,0
0,0.88628518828199,0.778856864113035,0
0,0.218179728752787,0.941033497739879,0
0,0.474436086515474,0.454648599830583,0
0,0.0797900506826931,0.383009827867491,0
0,0.834460624710194,0.166163859727459,0
0,0.0865454322530155,0.941831566577739,0
0,0.94668296194,0.488642764657811,0
0,0.571128375857559,0.35032218884133,0
0,0.209844636976942,0.399367929038726,0
0,0.792606371513466,0.95110195935133,0
0,0.993492381967236,0.115645831049512,0
0,0.259917383487156,0.758088932301868,0
0,0.755456458247468,0.294611276363247,0
0,0.544920380453443,0.531812333530954,0
0,0.0163419668084893,0.0602262954280053,1
0,0.591848685161694,0.766088402667631,0
0,0.712280608375516,0.388350243089388,0
0,0.850827789495775,0.680971175425285,0
0,0.23714147745168,0.95584306321757,0
0,0.487363619252914,0.551742102807389,0
0,0.725003137922859,0.696808649011475,0
0,0.0560034889776488,0.760066739552212,0
0,0.186054615666555,0.290594358527381,0
0,0.0978327843820429,0.70108182887184,0
0,0.673658623747156,0.52365742336621,0
0,0.882853167077372,0.167917324699408,0
0,0.0766220069130699,0.805830651868622,0
0,0.20105840638748,0.275737670650417,0
0,0.699226986060809,0.852185663312153,0
0,0.933627935338459,0.557801056530689,0
0,0.585965745382895,0.495916518405874,0
0,0.910407600450456,0.267503217336042,0
0,0.512174305766955,0.820382612953186,0
0,0.827509028692785,0.920956722275008,0
0,0.914691730164465,0.954660581504682,0
0,0.671893422146444,0.852991132789444,0
0,0.222720324434311,0.9093184296419,0
0,0.564554332181235,0.294667234739048,0
0,0.89528544094689,0.373435671742399,0
0,0.990747129515972,0.728661189074139,0
0,0.687109703305963,0.297809206275772,0
0,0.280892999718956,0.216361138000279,0
0,0.0792094936305784,0.683254479626452,0
0,0.434225367019476,0.917535107665814,0
0,0.101988394614512,0.26056287269972,0
0,0.58615040010011,0.823163192098107,0
0,0.989879939277685,0.192834644898543,0
0,0.41735712294484,0.089786386370082,0
0,0.554883743002673,0.868441036090821,0
0,0.0238374380931166,0.157259931270726,1
0,0.556915807169622,0.240791304839888,0
0,0.00014051553550303,0.000200233941686422,1
0,0.909055173278571,0.294507647863709,0
0,0.384635939859441,0.0751049399012753,0
0,0.997523785749905,0.79902733146586,0
0,0.35661389130001,0.0256735001143889,0
0,0.0825443797397423,0.731645793307697,0
0,0.0531279867990506,0.703301131725981,0
0,0.742528763873967,0.542926454220592,0
0,0.679592421777214,0.46157266954754,0
0,0.699457415279031,0.987372954423455,0
0,0.390171996413466,0.804569612400553,0
0,0.141577068792784,0.624322834398952,0
0,0.430932607853196,0.459589032414203,0
0,0.223332634995151,0.239855196916262,0
0,0.326128127638689,0.131969238119523,0
0,0.246498944558179,0.525359215460143,0
0,0.600059785818225,0.538233173580477,0
0,0.436776740255472,0.686836019792678,0
0,0.741016550180115,0.703184124875011,0
0,0.705340148313067,0.553078097364902,0
0,0.764903611537313,0.656655711536894,0
0,0.632783098858266,0.969778605603266,0
